po_id,supplier_id,supplier_name,sku_id,product_name,category,order_date,qty_ordered,qty_received,unit_price_usd,total_value_usd,currency,expected_delivery,actual_delivery,delay_days,status,invoice_no,payment_status,notes
PO-5117,SUP-112,EuroGoods Direct,SKU-1047,Eye Cream,Beauty,2026-02-17,477,0,33.77,16108.29,USD,2026-02-23,,,Cancelled,INV-97878,Pending,Rush order
PO-5118,SUP-109,NexGen Procurement,SKU-1023,Running Shoes,Clothing,2025-03-13,195,195,153.25,29883.75,USD,2025-04-02,2025-04-10,8,Delivered,INV-73736,Paid,
PO-5119,SUP-103,PrimeVendor Ltd,SKU-1009,Laptop Stand,Electronics,2025-04-12,161,161,48.26,7769.86,USD,2025-04-16,2025-04-30,14,Delivered,INV-80748,Overdue,Seasonal stock
PO-5120,SUP-101,GlobalTech Supplies,SKU-1042,Conditioner 500ml,Beauty,2025-08-23,458,458,30.03,13753.74,USD,2025-09-07,2025-09-17,10,Delivered,INV-30218,Paid,
PO-5121,SUP-114,AmeriTrade Supplies,SKU-1044,Lip Balm,Beauty,2026-01-17,424,0,243.15,103095.6,USD,2026-01-20,,,Cancelled,INV-67366,Pending,
PO-5122,SUP-107,TrustMart B2B,SKU-1023,Running Shoes,Clothing,2026-02-13,378,0,149.87,56650.86,USD,2026-03-01,,,Pending,INV-90031,Pending,
PO-5123,SUP-113,PacificSource,SKU-1047,Eye Cream,Beauty,2025-10-19,129,129,33.85,4366.65,USD,2025-11-11,2025-11-24,13,Delivered,INV-35430,Pending,Bulk discount applied
PO-5124,SUP-110,SwiftLogistics,SKU-1028,Denim Shorts,Clothing,2025-10-26,403,0,106.63,42971.89,USD,2025-11-10,,,Pending,INV-75916,Pending,Seasonal stock
PO-5125,SUP-107,TrustMart B2B,SKU-1010,Ballpoint Pens (Box),Office,2025-06-14,420,252,82.54,34666.8,USD,2025-06-30,2025-07-06,6,Partially Delivered,INV-16839,Pending,Bulk discount applied
PO-5126,SUP-108,ValueChain Partners,SKU-1023,Running Shoes,Clothing,2025-12-12,488,292,143.49,70023.12,USD,2026-01-03,2026-01-17,14,Partially Delivered,INV-26341,Pending,
PO-5127,SUP-102,FastShip Co.,SKU-1048,Toner,Beauty,2025-05-25,149,0,158.79,23659.71,USD,2025-06-13,,,In Transit,INV-29313,Pending,Quality check required
PO-5128,SUP-107,TrustMart B2B,SKU-1005,Monitor Stand,Electronics,2025-06-25,428,428,144.13,61687.64,USD,2025-07-11,2025-07-09,-2,Delivered,INV-64381,Paid,Rush order
PO-5129,SUP-109,NexGen Procurement,SKU-1023,Running Shoes,Clothing,2025-07-02,207,207,185.71,38441.97,USD,2025-07-22,2025-07-27,5,Delivered,INV-13694,Pending,
PO-5130,SUP-114,AmeriTrade Supplies,SKU-1045,Hand Cream,Beauty,2026-01-30,181,181,201.62,36493.22,USD,2026-02-02,2026-02-01,-1,Delivered,INV-47601,Pending,Bulk discount applied
PO-5131,SUP-114,AmeriTrade Supplies,SKU-1008,Smart Speaker,Electronics,2025-10-30,239,239,92.71,22157.69,USD,2025-11-02,2025-10-31,-2,Delivered,INV-43544,Paid,Quality check required
PO-5132,SUP-103,PrimeVendor Ltd,SKU-1035,Food Storage Containers,Home & Kitchen,2026-01-09,280,168,119.61,33490.8,USD,2026-01-13,2026-01-20,7,Partially Delivered,INV-41147,Pending,
PO-5133,SUP-102,FastShip Co.,SKU-1003,Gaming Mouse,Electronics,2025-07-04,224,0,148.59,33284.16,USD,2025-07-23,,,In Transit,INV-69914,Pending,
PO-5134,SUP-102,FastShip Co.,SKU-1031,Blender,Home & Kitchen,2026-01-03,284,0,191.18,54295.12,USD,2026-01-22,,,In Transit,INV-85372,Pending,
PO-5135,SUP-112,EuroGoods Direct,SKU-1009,Laptop Stand,Electronics,2025-07-31,229,229,37.48,8582.92,USD,2025-08-06,2025-08-11,5,Delivered,INV-84798,Pending,
PO-5136,SUP-111,AsiaTrade Hub,SKU-1042,Conditioner 500ml,Beauty,2025-04-16,278,278,31.73,8820.94,USD,2025-04-19,2025-05-03,14,Delivered,INV-81313,Overdue,Quality check required
PO-5137,SUP-109,NexGen Procurement,SKU-1035,Food Storage Containers,Home & Kitchen,2025-03-14,209,209,135.67,28355.03,USD,2025-04-03,2025-04-13,10,Delivered,INV-58929,Pending,Bulk discount applied
PO-5138,SUP-101,GlobalTech Supplies,SKU-1022,Hoodie,Clothing,2025-04-07,186,0,39.23,7296.78,USD,2025-04-22,,,Cancelled,INV-92346,Pending,
PO-5139,SUP-113,PacificSource,SKU-1037,Air Fryer,Home & Kitchen,2025-08-21,78,0,130.0,10140.0,USD,2025-09-13,,,In Transit,INV-54374,Pending,Quality check required
PO-5140,SUP-111,AsiaTrade Hub,SKU-1011,A4 Paper (Ream),Office,2026-02-17,247,0,250.21,61801.87,USD,2026-02-20,,,Pending,INV-92802,Pending,
PO-5141,SUP-113,PacificSource,SKU-1008,Smart Speaker,Electronics,2025-04-05,376,0,96.92,36441.92,USD,2025-04-28,,,Pending,INV-14847,Pending,
PO-5142,SUP-104,EcoSource Inc.,SKU-1002,Mechanical Keyboard,Electronics,2025-06-14,463,463,126.33,58490.79,USD,2025-06-20,2025-07-04,14,Delivered,INV-62196,Overdue,Rush order
PO-5143,SUP-105,MegaDist Corp,SKU-1002,Mechanical Keyboard,Electronics,2026-01-29,107,64,136.72,14629.04,USD,2026-02-17,2026-02-16,-1,Partially Delivered,INV-95948,Pending,
PO-5144,SUP-105,MegaDist Corp,SKU-1007,Power Bank,Electronics,2025-09-08,233,0,207.45,48335.85,USD,2025-09-27,,,Cancelled,INV-67637,Pending,Rush order
PO-5145,SUP-106,QuickMart Wholesale,SKU-1011,A4 Paper (Ream),Office,2025-11-13,364,218,219.28,79817.92,USD,2025-11-25,2025-12-09,14,Partially Delivered,INV-44959,Pending,Quality check required
PO-5146,SUP-102,FastShip Co.,SKU-1046,Body Lotion,Beauty,2025-10-07,50,30,29.23,1461.5,USD,2025-10-26,2025-10-29,3,Partially Delivered,INV-81496,Pending,
PO-5147,SUP-106,QuickMart Wholesale,SKU-1006,LED Desk Lamp,Electronics,2025-04-13,177,177,208.99,36991.23,USD,2025-04-25,2025-05-07,12,Delivered,INV-88986,Overdue,Rush order
PO-5148,SUP-103,PrimeVendor Ltd,SKU-1044,Lip Balm,Beauty,2025-10-17,189,0,214.24,40491.36,USD,2025-10-21,,,Cancelled,INV-56210,Pending,Seasonal stock
PO-5149,SUP-107,TrustMart B2B,SKU-1017,Printer Ink Cartridge,Office,2026-01-25,415,415,258.99,107480.85,USD,2026-02-10,2026-02-20,10,Delivered,INV-57619,Overdue,Quality check required
PO-5150,SUP-112,EuroGoods Direct,SKU-1043,Sunscreen SPF50,Beauty,2025-05-24,497,298,126.45,62845.65,USD,2025-05-30,2025-06-11,12,Partially Delivered,INV-14561,Pending,
PO-5151,SUP-102,FastShip Co.,SKU-1015,Whiteboard Markers,Office,2026-01-28,197,0,138.56,27296.32,USD,2026-02-16,,,In Transit,INV-14244,Pending,Seasonal stock
PO-5152,SUP-103,PrimeVendor Ltd,SKU-1043,Sunscreen SPF50,Beauty,2025-10-20,495,0,140.96,69775.2,USD,2025-10-24,,,Pending,INV-20077,Pending,Seasonal stock
PO-5153,SUP-103,PrimeVendor Ltd,SKU-1033,Cutting Board,Home & Kitchen,2025-09-07,213,213,159.09,33886.17,USD,2025-09-11,2025-09-16,5,Delivered,INV-24869,Paid,Bulk discount applied
PO-5154,SUP-103,PrimeVendor Ltd,SKU-1031,Blender,Home & Kitchen,2025-11-24,208,208,249.41,51877.28,USD,2025-11-28,2025-12-04,6,Delivered,INV-44116,Overdue,Rush order
PO-5155,SUP-104,EcoSource Inc.,SKU-1039,Dish Rack,Home & Kitchen,2025-07-28,365,0,268.73,98086.45,USD,2025-08-03,,,Pending,INV-36237,Pending,
PO-5156,SUP-103,PrimeVendor Ltd,SKU-1004,Webcam,Electronics,2025-10-21,98,0,256.59,25145.82,USD,2025-10-25,,,Pending,INV-21506,Pending,Quality check required
PO-5157,SUP-111,AsiaTrade Hub,SKU-1020,Men T-Shirt,Clothing,2026-02-08,187,0,212.39,39716.93,USD,2026-02-11,,,In Transit,INV-81063,Pending,
PO-5158,SUP-115,NorthStar Vendors,SKU-1019,Tape Dispenser,Office,2025-05-23,374,0,235.18,87957.32,USD,2025-06-10,,,Cancelled,INV-93584,Pending,
PO-5159,SUP-113,PacificSource,SKU-1023,Running Shoes,Clothing,2025-11-19,124,124,144.37,17901.88,USD,2025-12-12,2025-12-14,2,Delivered,INV-41029,Pending,
PO-5160,SUP-106,QuickMart Wholesale,SKU-1035,Food Storage Containers,Home & Kitchen,2025-12-22,198,0,121.19,23995.62,USD,2026-01-03,,,In Transit,INV-27009,Pending,Seasonal stock
PO-5161,SUP-115,NorthStar Vendors,SKU-1005,Monitor Stand,Electronics,2025-04-06,168,0,141.87,23834.16,USD,2025-04-24,,,Cancelled,INV-72739,Pending,Seasonal stock
PO-5162,SUP-107,TrustMart B2B,SKU-1049,Serum 30ml,Beauty,2025-09-29,431,431,239.48,103215.88,USD,2025-10-15,2025-10-23,8,Delivered,INV-94192,Paid,Rush order
PO-5163,SUP-108,ValueChain Partners,SKU-1043,Sunscreen SPF50,Beauty,2025-11-23,186,111,130.6,24291.6,USD,2025-12-15,2025-12-18,3,Partially Delivered,INV-26912,Pending,Rush order
PO-5164,SUP-109,NexGen Procurement,SKU-1003,Gaming Mouse,Electronics,2025-05-06,275,275,128.35,35296.25,USD,2025-05-26,2025-05-29,3,Delivered,INV-52291,Overdue,
PO-5165,SUP-106,QuickMart Wholesale,SKU-1033,Cutting Board,Home & Kitchen,2025-07-27,443,443,147.53,65355.79,USD,2025-08-08,2025-08-14,6,Delivered,INV-26406,Overdue,
PO-5166,SUP-110,SwiftLogistics,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-04-20,267,0,146.18,39030.06,USD,2025-05-05,,,In Transit,INV-86106,Pending,
PO-5167,SUP-103,PrimeVendor Ltd,SKU-1042,Conditioner 500ml,Beauty,2026-01-17,378,378,31.14,11770.92,USD,2026-01-21,2026-01-20,-1,Delivered,INV-13718,Paid,
PO-5168,SUP-111,AsiaTrade Hub,SKU-1049,Serum 30ml,Beauty,2025-12-24,145,87,244.7,35481.5,USD,2025-12-27,2026-01-07,11,Partially Delivered,INV-91016,Pending,Bulk discount applied
PO-5169,SUP-101,GlobalTech Supplies,SKU-1031,Blender,Home & Kitchen,2026-01-19,289,289,208.91,60374.99,USD,2026-02-03,2026-02-16,13,Delivered,INV-42096,Overdue,Rush order
PO-5170,SUP-105,MegaDist Corp,SKU-1029,Sport Leggings,Clothing,2025-04-10,362,0,42.16,15261.92,USD,2025-04-29,,,Pending,INV-64476,Pending,Rush order
PO-5171,SUP-108,ValueChain Partners,SKU-1013,Stapler,Office,2025-08-25,320,192,126.96,40627.2,USD,2025-09-16,2025-09-24,8,Partially Delivered,INV-55268,Pending,Rush order
PO-5172,SUP-103,PrimeVendor Ltd,SKU-1048,Toner,Beauty,2025-09-09,273,273,164.07,44791.11,USD,2025-09-13,2025-09-18,5,Delivered,INV-71141,Paid,
PO-5173,SUP-108,ValueChain Partners,SKU-1015,Whiteboard Markers,Office,2025-05-15,59,0,125.44,7400.96,USD,2025-06-06,,,Pending,INV-90658,Pending,Rush order
PO-5174,SUP-104,EcoSource Inc.,SKU-1010,Ballpoint Pens (Box),Office,2025-08-18,488,488,81.91,39972.08,USD,2025-08-24,2025-08-28,4,Delivered,INV-30885,Pending,Seasonal stock
PO-5175,SUP-108,ValueChain Partners,SKU-1031,Blender,Home & Kitchen,2025-08-08,264,0,191.61,50585.04,USD,2025-08-30,,,Pending,INV-76249,Pending,Rush order
PO-5176,SUP-104,EcoSource Inc.,SKU-1013,Stapler,Office,2025-12-27,190,190,123.03,23375.7,USD,2026-01-02,2026-01-15,13,Delivered,INV-88317,Overdue,Bulk discount applied
PO-5177,SUP-108,ValueChain Partners,SKU-1018,Scissors,Office,2025-12-03,14,0,81.47,1140.58,USD,2025-12-25,,,Pending,INV-27555,Pending,
PO-5178,SUP-112,EuroGoods Direct,SKU-1023,Running Shoes,Clothing,2025-09-26,197,197,140.77,27731.69,USD,2025-10-02,2025-10-06,4,Delivered,INV-57516,Overdue,
PO-5179,SUP-102,FastShip Co.,SKU-1024,Baseball Cap,Clothing,2025-11-17,240,240,89.79,21549.6,USD,2025-12-06,2025-12-07,1,Delivered,INV-26864,Paid,Rush order
PO-5180,SUP-106,QuickMart Wholesale,SKU-1021,Women Jeans,Clothing,2025-12-14,490,490,113.72,55722.8,USD,2025-12-26,2025-12-30,4,Delivered,INV-88966,Overdue,Rush order
PO-5181,SUP-109,NexGen Procurement,SKU-1002,Mechanical Keyboard,Electronics,2025-03-27,29,29,130.38,3781.02,USD,2025-04-16,2025-04-29,13,Delivered,INV-78069,Pending,
PO-5182,SUP-110,SwiftLogistics,SKU-1032,Non-stick Pan,Home & Kitchen,2025-05-14,177,177,244.19,43221.63,USD,2025-05-29,2025-06-01,3,Delivered,INV-61505,Overdue,Bulk discount applied
PO-5183,SUP-114,AmeriTrade Supplies,SKU-1019,Tape Dispenser,Office,2026-01-01,182,0,222.11,40424.02,USD,2026-01-04,,,In Transit,INV-79774,Pending,Rush order
PO-5184,SUP-112,EuroGoods Direct,SKU-1036,Electric Kettle,Home & Kitchen,2025-08-04,253,253,21.23,5371.19,USD,2025-08-10,2025-08-18,8,Delivered,INV-98317,Paid,Rush order
PO-5185,SUP-110,SwiftLogistics,SKU-1019,Tape Dispenser,Office,2026-02-19,332,0,191.04,63425.28,USD,2026-03-06,,,Pending,INV-44803,Pending,Bulk discount applied
PO-5186,SUP-113,PacificSource,SKU-1049,Serum 30ml,Beauty,2025-12-25,305,305,215.74,65800.7,USD,2026-01-17,2026-01-30,13,Delivered,INV-32349,Overdue,Bulk discount applied
PO-5187,SUP-112,EuroGoods Direct,SKU-1039,Dish Rack,Home & Kitchen,2025-09-14,85,85,262.11,22279.35,USD,2025-09-20,2025-09-19,-1,Delivered,INV-85047,Overdue,
PO-5188,SUP-104,EcoSource Inc.,SKU-1001,USB-C Hub,Electronics,2025-10-15,170,0,209.39,35596.3,USD,2025-10-21,,,Pending,INV-36724,Pending,Rush order
PO-5189,SUP-109,NexGen Procurement,SKU-1049,Serum 30ml,Beauty,2026-01-11,481,288,232.42,111794.02,USD,2026-01-31,2026-01-30,-1,Partially Delivered,INV-28098,Pending,Seasonal stock
PO-5190,SUP-104,EcoSource Inc.,SKU-1035,Food Storage Containers,Home & Kitchen,2025-08-17,349,0,121.58,42431.42,USD,2025-08-23,,,Pending,INV-51124,Pending,
PO-5191,SUP-108,ValueChain Partners,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-08-26,289,173,134.44,38853.16,USD,2025-09-17,2025-09-23,6,Partially Delivered,INV-89963,Pending,Rush order
PO-5192,SUP-104,EcoSource Inc.,SKU-1015,Whiteboard Markers,Office,2025-07-24,295,295,135.88,40084.6,USD,2025-07-30,2025-08-06,7,Delivered,INV-37168,Overdue,Bulk discount applied
PO-5193,SUP-108,ValueChain Partners,SKU-1020,Men T-Shirt,Clothing,2025-11-04,188,112,203.69,38293.72,USD,2025-11-26,2025-12-02,6,Partially Delivered,INV-47721,Pending,
PO-5194,SUP-110,SwiftLogistics,SKU-1043,Sunscreen SPF50,Beauty,2025-12-07,204,0,163.38,33329.52,USD,2025-12-22,,,Pending,INV-55237,Pending,Quality check required
PO-5195,SUP-113,PacificSource,SKU-1009,Laptop Stand,Electronics,2025-07-30,31,0,41.14,1275.34,USD,2025-08-22,,,Cancelled,INV-20358,Pending,
PO-5196,SUP-115,NorthStar Vendors,SKU-1028,Denim Shorts,Clothing,2026-02-02,141,141,122.09,17214.69,USD,2026-02-20,2026-02-24,4,Delivered,INV-80592,Pending,Seasonal stock
PO-5197,SUP-112,EuroGoods Direct,SKU-1017,Printer Ink Cartridge,Office,2025-05-13,65,0,236.79,15391.35,USD,2025-05-19,,,In Transit,INV-41363,Pending,
PO-5198,SUP-101,GlobalTech Supplies,SKU-1042,Conditioner 500ml,Beauty,2025-11-30,125,125,28.99,3623.75,USD,2025-12-15,2025-12-16,1,Delivered,INV-64172,Pending,Bulk discount applied
PO-5199,SUP-108,ValueChain Partners,SKU-1006,LED Desk Lamp,Electronics,2026-02-15,404,0,178.51,72118.04,USD,2026-03-09,,,In Transit,INV-30701,Pending,Rush order
PO-5200,SUP-111,AsiaTrade Hub,SKU-1030,Coffee Maker,Home & Kitchen,2025-11-03,343,343,202.39,69419.77,USD,2025-11-06,2025-11-14,8,Delivered,INV-47409,Overdue,
PO-5201,SUP-115,NorthStar Vendors,SKU-1049,Serum 30ml,Beauty,2025-04-18,343,0,239.43,82124.49,USD,2025-05-06,,,In Transit,INV-14888,Pending,
PO-5202,SUP-107,TrustMart B2B,SKU-1011,A4 Paper (Ream),Office,2025-03-22,438,0,212.84,93223.92,USD,2025-04-07,,,Pending,INV-34420,Pending,Bulk discount applied
PO-5203,SUP-114,AmeriTrade Supplies,SKU-1018,Scissors,Office,2025-03-23,14,0,69.63,974.82,USD,2025-03-26,,,In Transit,INV-24064,Pending,
PO-5204,SUP-105,MegaDist Corp,SKU-1029,Sport Leggings,Clothing,2026-01-26,288,288,48.71,14028.48,USD,2026-02-14,2026-02-28,14,Delivered,INV-71344,Pending,
PO-5205,SUP-113,PacificSource,SKU-1007,Power Bank,Electronics,2025-08-20,93,0,198.85,18493.05,USD,2025-09-12,,,Cancelled,INV-43720,Pending,Bulk discount applied
PO-5206,SUP-103,PrimeVendor Ltd,SKU-1000,Wireless Earbuds,Electronics,2025-08-23,414,0,145.42,60203.88,USD,2025-08-27,,,Cancelled,INV-35318,Pending,
PO-5207,SUP-110,SwiftLogistics,SKU-1040,Face Moisturizer,Beauty,2025-09-27,433,433,84.14,36432.62,USD,2025-10-12,2025-10-12,0,Delivered,INV-62538,Overdue,
PO-5208,SUP-103,PrimeVendor Ltd,SKU-1008,Smart Speaker,Electronics,2025-11-03,175,175,101.09,17690.75,USD,2025-11-07,2025-11-13,6,Delivered,INV-60275,Paid,Rush order
PO-5209,SUP-113,PacificSource,SKU-1017,Printer Ink Cartridge,Office,2025-08-19,164,0,234.57,38469.48,USD,2025-09-11,,,In Transit,INV-11498,Pending,
PO-5210,SUP-111,AsiaTrade Hub,SKU-1023,Running Shoes,Clothing,2026-02-21,130,130,141.57,18404.1,USD,2026-02-24,2026-03-08,12,Delivered,INV-50213,Paid,Rush order
PO-5211,SUP-111,AsiaTrade Hub,SKU-1032,Non-stick Pan,Home & Kitchen,2026-02-27,404,404,204.94,82795.76,USD,2026-03-02,2026-03-09,7,Delivered,INV-58174,Overdue,
PO-5212,SUP-104,EcoSource Inc.,SKU-1008,Smart Speaker,Electronics,2025-11-03,88,0,88.52,7789.76,USD,2025-11-09,,,In Transit,INV-58971,Pending,Rush order
PO-5213,SUP-112,EuroGoods Direct,SKU-1035,Food Storage Containers,Home & Kitchen,2025-10-31,397,0,123.69,49104.93,USD,2025-11-06,,,Cancelled,INV-38627,Pending,Quality check required
PO-5214,SUP-104,EcoSource Inc.,SKU-1043,Sunscreen SPF50,Beauty,2026-01-03,457,0,158.75,72548.75,USD,2026-01-09,,,In Transit,INV-68556,Pending,Seasonal stock
PO-5215,SUP-112,EuroGoods Direct,SKU-1023,Running Shoes,Clothing,2025-04-12,479,479,165.34,79197.86,USD,2025-04-18,2025-05-02,14,Delivered,INV-36497,Overdue,Seasonal stock
PO-5216,SUP-103,PrimeVendor Ltd,SKU-1010,Ballpoint Pens (Box),Office,2025-08-18,447,447,80.57,36014.79,USD,2025-08-22,2025-08-26,4,Delivered,INV-86434,Pending,
PO-5217,SUP-115,NorthStar Vendors,SKU-1032,Non-stick Pan,Home & Kitchen,2025-10-18,424,424,188.79,80046.96,USD,2025-11-05,2025-11-19,14,Delivered,INV-64450,Pending,Seasonal stock
PO-5218,SUP-101,GlobalTech Supplies,SKU-1035,Food Storage Containers,Home & Kitchen,2025-10-26,354,0,133.3,47188.2,USD,2025-11-10,,,Cancelled,INV-12853,Pending,Rush order
PO-5219,SUP-105,MegaDist Corp,SKU-1000,Wireless Earbuds,Electronics,2025-06-23,306,0,135.4,41432.4,USD,2025-07-12,,,Pending,INV-55158,Pending,Bulk discount applied
PO-5220,SUP-102,FastShip Co.,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-04-03,488,0,156.55,76396.4,USD,2025-04-22,,,Pending,INV-14159,Pending,
PO-5221,SUP-107,TrustMart B2B,SKU-1011,A4 Paper (Ream),Office,2025-05-12,402,0,228.49,91852.98,USD,2025-05-28,,,Cancelled,INV-94656,Pending,Rush order
PO-5222,SUP-106,QuickMart Wholesale,SKU-1024,Baseball Cap,Clothing,2025-10-19,455,0,93.5,42542.5,USD,2025-10-31,,,Pending,INV-59236,Pending,
PO-5223,SUP-111,AsiaTrade Hub,SKU-1042,Conditioner 500ml,Beauty,2025-12-05,78,78,29.12,2271.36,USD,2025-12-08,2025-12-09,1,Delivered,INV-33392,Overdue,Rush order
PO-5224,SUP-109,NexGen Procurement,SKU-1008,Smart Speaker,Electronics,2025-06-26,437,437,76.7,33517.9,USD,2025-07-16,2025-07-23,7,Delivered,INV-70686,Overdue,Bulk discount applied
PO-5225,SUP-109,NexGen Procurement,SKU-1027,Winter Jacket,Clothing,2025-12-01,204,204,206.85,42197.4,USD,2025-12-21,2026-01-02,12,Delivered,INV-55371,Paid,
PO-5226,SUP-104,EcoSource Inc.,SKU-1046,Body Lotion,Beauty,2025-04-30,26,0,32.53,845.78,USD,2025-05-06,,,Pending,INV-90599,Pending,Quality check required
PO-5227,SUP-115,NorthStar Vendors,SKU-1001,USB-C Hub,Electronics,2025-07-05,115,0,187.41,21552.15,USD,2025-07-23,,,In Transit,INV-14400,Pending,Rush order
PO-5228,SUP-110,SwiftLogistics,SKU-1043,Sunscreen SPF50,Beauty,2026-02-27,456,0,127.2,58003.2,USD,2026-03-14,,,Cancelled,INV-15798,Pending,Rush order
PO-5229,SUP-108,ValueChain Partners,SKU-1014,File Folders,Office,2025-12-05,121,72,195.72,23682.12,USD,2025-12-27,2025-12-26,-1,Partially Delivered,INV-28367,Pending,Seasonal stock
PO-5230,SUP-105,MegaDist Corp,SKU-1014,File Folders,Office,2025-12-23,173,103,186.32,32233.36,USD,2026-01-11,2026-01-19,8,Partially Delivered,INV-41051,Pending,
PO-5231,SUP-115,NorthStar Vendors,SKU-1009,Laptop Stand,Electronics,2026-02-05,276,276,40.28,11117.28,USD,2026-02-23,2026-03-01,6,Delivered,INV-17989,Overdue,Seasonal stock
PO-5232,SUP-115,NorthStar Vendors,SKU-1047,Eye Cream,Beauty,2025-06-01,330,0,35.26,11635.8,USD,2025-06-19,,,In Transit,INV-74962,Pending,
PO-5233,SUP-106,QuickMart Wholesale,SKU-1041,Shampoo 500ml,Beauty,2026-02-10,205,205,184.0,37720.0,USD,2026-02-22,2026-03-05,11,Delivered,INV-63511,Paid,
PO-5234,SUP-107,TrustMart B2B,SKU-1011,A4 Paper (Ream),Office,2025-12-04,252,252,202.86,51120.72,USD,2025-12-20,2025-12-27,7,Delivered,INV-28920,Pending,
PO-5235,SUP-109,NexGen Procurement,SKU-1026,Polo Shirt,Clothing,2025-10-03,295,0,163.08,48108.6,USD,2025-10-23,,,Pending,INV-41831,Pending,
PO-5236,SUP-104,EcoSource Inc.,SKU-1021,Women Jeans,Clothing,2026-01-29,50,30,132.93,6646.5,USD,2026-02-04,2026-02-13,9,Partially Delivered,INV-22119,Pending,Seasonal stock
PO-5237,SUP-112,EuroGoods Direct,SKU-1012,Sticky Notes Pack,Office,2025-03-30,147,0,149.91,22036.77,USD,2025-04-05,,,In Transit,INV-89026,Pending,
