po_id,supplier_id,supplier_name,sku_id,product_name,category,order_date,qty_ordered,qty_received,unit_price_usd,total_value_usd,currency,expected_delivery,actual_delivery,delay_days,status,invoice_no,payment_status,notes
PO-5480,SUP-110,SwiftLogistics,SKU-1028,Denim Shorts,Clothing,2025-04-18,448,448,113.82,50991.36,USD,2025-05-03,2025-05-04,1,Delivered,INV-75191,Overdue,Bulk discount applied
PO-5481,SUP-101,GlobalTech Supplies,SKU-1006,LED Desk Lamp,Electronics,2025-09-26,221,0,172.6,38144.6,USD,2025-10-11,,,In Transit,INV-10022,Pending,Quality check required
PO-5482,SUP-102,FastShip Co.,SKU-1038,Mixing Bowls Set,Home & Kitchen,2026-01-14,336,0,91.49,30740.64,USD,2026-02-02,,,In Transit,INV-83706,Pending,
PO-5483,SUP-111,AsiaTrade Hub,SKU-1042,Conditioner 500ml,Beauty,2025-10-23,496,297,26.58,13183.68,USD,2025-10-26,2025-10-25,-1,Partially Delivered,INV-39218,Pending,Quality check required
PO-5484,SUP-108,ValueChain Partners,SKU-1021,Women Jeans,Clothing,2025-12-15,402,0,122.49,49240.98,USD,2026-01-06,,,Pending,INV-96136,Pending,
PO-5485,SUP-112,EuroGoods Direct,SKU-1028,Denim Shorts,Clothing,2025-05-01,59,59,122.49,7226.91,USD,2025-05-07,2025-05-05,-2,Delivered,INV-54742,Pending,Quality check required
PO-5486,SUP-111,AsiaTrade Hub,SKU-1018,Scissors,Office,2025-12-09,277,277,71.26,19739.02,USD,2025-12-12,2025-12-11,-1,Delivered,INV-31516,Pending,
PO-5487,SUP-114,AmeriTrade Supplies,SKU-1045,Hand Cream,Beauty,2025-09-29,64,64,172.51,11040.64,USD,2025-10-02,2025-10-06,4,Delivered,INV-25826,Pending,
PO-5488,SUP-108,ValueChain Partners,SKU-1012,Sticky Notes Pack,Office,2025-08-24,65,65,167.14,10864.1,USD,2025-09-15,2025-09-16,1,Delivered,INV-69048,Pending,Bulk discount applied
PO-5489,SUP-110,SwiftLogistics,SKU-1032,Non-stick Pan,Home & Kitchen,2025-05-11,265,0,185.55,49170.75,USD,2025-05-26,,,Cancelled,INV-16366,Pending,Seasonal stock
PO-5490,SUP-115,NorthStar Vendors,SKU-1027,Winter Jacket,Clothing,2025-12-28,257,154,212.42,54591.94,USD,2026-01-15,2026-01-18,3,Partially Delivered,INV-85832,Pending,
PO-5491,SUP-112,EuroGoods Direct,SKU-1008,Smart Speaker,Electronics,2025-04-26,208,0,93.81,19512.48,USD,2025-05-02,,,In Transit,INV-52184,Pending,Seasonal stock
PO-5492,SUP-115,NorthStar Vendors,SKU-1024,Baseball Cap,Clothing,2025-10-04,321,192,93.47,30003.87,USD,2025-10-22,2025-10-27,5,Partially Delivered,INV-45860,Pending,Rush order
PO-5493,SUP-106,QuickMart Wholesale,SKU-1018,Scissors,Office,2025-10-21,422,0,66.07,27881.54,USD,2025-11-02,,,Pending,INV-88974,Pending,Bulk discount applied
PO-5494,SUP-115,NorthStar Vendors,SKU-1047,Eye Cream,Beauty,2025-11-21,163,0,36.87,6009.81,USD,2025-12-09,,,In Transit,INV-51144,Pending,Bulk discount applied
PO-5495,SUP-112,EuroGoods Direct,SKU-1035,Food Storage Containers,Home & Kitchen,2026-01-21,121,0,111.68,13513.28,USD,2026-01-27,,,In Transit,INV-48086,Pending,Bulk discount applied
PO-5496,SUP-106,QuickMart Wholesale,SKU-1043,Sunscreen SPF50,Beauty,2025-05-10,373,373,152.89,57027.97,USD,2025-05-22,2025-06-05,14,Delivered,INV-81105,Overdue,Bulk discount applied
PO-5497,SUP-106,QuickMart Wholesale,SKU-1045,Hand Cream,Beauty,2025-05-02,399,0,177.82,70950.18,USD,2025-05-14,,,Pending,INV-86389,Pending,Seasonal stock
PO-5498,SUP-111,AsiaTrade Hub,SKU-1045,Hand Cream,Beauty,2025-10-03,355,213,199.26,70737.3,USD,2025-10-06,2025-10-13,7,Partially Delivered,INV-65363,Pending,Quality check required
PO-5499,SUP-101,GlobalTech Supplies,SKU-1033,Cutting Board,Home & Kitchen,2025-04-27,22,22,162.35,3571.7,USD,2025-05-12,2025-05-11,-1,Delivered,INV-36201,Pending,Quality check required
PO-5500,SUP-113,PacificSource,SKU-1010,Ballpoint Pens (Box),Office,2025-07-28,359,215,74.27,26662.93,USD,2025-08-20,2025-08-19,-1,Partially Delivered,INV-48684,Pending,
PO-5501,SUP-113,PacificSource,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-03-20,193,193,153.27,29581.11,USD,2025-04-12,2025-04-17,5,Delivered,INV-94819,Overdue,Rush order
PO-5502,SUP-104,EcoSource Inc.,SKU-1032,Non-stick Pan,Home & Kitchen,2026-02-23,157,157,229.11,35970.27,USD,2026-03-01,2026-03-11,10,Delivered,INV-60797,Pending,Quality check required
PO-5503,SUP-111,AsiaTrade Hub,SKU-1020,Men T-Shirt,Clothing,2025-12-11,37,37,171.73,6354.01,USD,2025-12-14,2025-12-18,4,Delivered,INV-91338,Pending,Quality check required
PO-5504,SUP-104,EcoSource Inc.,SKU-1040,Face Moisturizer,Beauty,2026-02-27,373,223,89.65,33439.45,USD,2026-03-05,2026-03-09,4,Partially Delivered,INV-35362,Pending,
PO-5505,SUP-108,ValueChain Partners,SKU-1011,A4 Paper (Ream),Office,2026-02-16,48,48,199.4,9571.2,USD,2026-03-10,2026-03-24,14,Delivered,INV-25643,Pending,
PO-5506,SUP-107,TrustMart B2B,SKU-1017,Printer Ink Cartridge,Office,2025-12-13,145,0,204.35,29630.75,USD,2025-12-29,,,In Transit,INV-43425,Pending,
PO-5507,SUP-106,QuickMart Wholesale,SKU-1029,Sport Leggings,Clothing,2025-05-22,30,30,43.48,1304.4,USD,2025-06-03,2025-06-02,-1,Delivered,INV-91968,Overdue,Quality check required
PO-5508,SUP-111,AsiaTrade Hub,SKU-1019,Tape Dispenser,Office,2025-11-10,414,414,226.33,93700.62,USD,2025-11-13,2025-11-13,0,Delivered,INV-51662,Overdue,
PO-5509,SUP-103,PrimeVendor Ltd,SKU-1033,Cutting Board,Home & Kitchen,2025-04-07,412,0,168.44,69397.28,USD,2025-04-11,,,Pending,INV-81182,Pending,Seasonal stock
PO-5510,SUP-107,TrustMart B2B,SKU-1005,Monitor Stand,Electronics,2025-08-29,123,0,162.57,19996.11,USD,2025-09-14,,,Cancelled,INV-53500,Pending,
PO-5511,SUP-106,QuickMart Wholesale,SKU-1018,Scissors,Office,2025-06-23,496,0,79.43,39397.28,USD,2025-07-05,,,In Transit,INV-72240,Pending,Seasonal stock
PO-5512,SUP-114,AmeriTrade Supplies,SKU-1048,Toner,Beauty,2026-01-30,14,14,143.06,2002.84,USD,2026-02-02,2026-02-14,12,Delivered,INV-41502,Overdue,Seasonal stock
PO-5513,SUP-115,NorthStar Vendors,SKU-1039,Dish Rack,Home & Kitchen,2025-07-06,500,500,207.47,103735.0,USD,2025-07-24,2025-08-03,10,Delivered,INV-24860,Pending,
PO-5514,SUP-109,NexGen Procurement,SKU-1046,Body Lotion,Beauty,2025-07-26,22,13,33.42,735.24,USD,2025-08-15,2025-08-24,9,Partially Delivered,INV-77411,Pending,Quality check required
PO-5515,SUP-109,NexGen Procurement,SKU-1028,Denim Shorts,Clothing,2025-11-08,32,0,107.11,3427.52,USD,2025-11-28,,,Cancelled,INV-35232,Pending,
PO-5516,SUP-109,NexGen Procurement,SKU-1005,Monitor Stand,Electronics,2025-04-22,95,57,166.33,15801.35,USD,2025-05-12,2025-05-10,-2,Partially Delivered,INV-92173,Pending,
PO-5517,SUP-104,EcoSource Inc.,SKU-1042,Conditioner 500ml,Beauty,2026-01-20,406,0,25.54,10369.24,USD,2026-01-26,,,Cancelled,INV-65601,Pending,Quality check required
PO-5518,SUP-102,FastShip Co.,SKU-1013,Stapler,Office,2025-12-04,434,0,150.06,65126.04,USD,2025-12-23,,,Cancelled,INV-67047,Pending,Bulk discount applied
PO-5519,SUP-114,AmeriTrade Supplies,SKU-1004,Webcam,Electronics,2026-02-18,88,0,197.93,17417.84,USD,2026-02-21,,,Cancelled,INV-53478,Pending,
PO-5520,SUP-102,FastShip Co.,SKU-1004,Webcam,Electronics,2025-03-31,101,0,249.59,25208.59,USD,2025-04-19,,,In Transit,INV-19232,Pending,Seasonal stock
PO-5521,SUP-114,AmeriTrade Supplies,SKU-1014,File Folders,Office,2025-07-14,218,0,176.25,38422.5,USD,2025-07-17,,,Cancelled,INV-63011,Pending,Rush order
PO-5522,SUP-106,QuickMart Wholesale,SKU-1001,USB-C Hub,Electronics,2025-09-19,354,354,190.6,67472.4,USD,2025-10-01,2025-10-01,0,Delivered,INV-86756,Paid,Bulk discount applied
PO-5523,SUP-114,AmeriTrade Supplies,SKU-1004,Webcam,Electronics,2025-09-03,485,485,230.05,111574.25,USD,2025-09-06,2025-09-13,7,Delivered,INV-89503,Paid,
PO-5524,SUP-113,PacificSource,SKU-1028,Denim Shorts,Clothing,2025-09-15,212,212,124.57,26408.84,USD,2025-10-08,2025-10-21,13,Delivered,INV-30489,Overdue,
PO-5525,SUP-103,PrimeVendor Ltd,SKU-1047,Eye Cream,Beauty,2025-09-20,417,0,36.42,15187.14,USD,2025-09-24,,,In Transit,INV-48663,Pending,Bulk discount applied
PO-5526,SUP-103,PrimeVendor Ltd,SKU-1019,Tape Dispenser,Office,2026-02-13,464,278,248.41,115262.24,USD,2026-02-17,2026-02-26,9,Partially Delivered,INV-11461,Pending,Seasonal stock
PO-5527,SUP-114,AmeriTrade Supplies,SKU-1035,Food Storage Containers,Home & Kitchen,2025-05-15,73,0,106.0,7738.0,USD,2025-05-18,,,In Transit,INV-88204,Pending,Rush order
PO-5528,SUP-109,NexGen Procurement,SKU-1035,Food Storage Containers,Home & Kitchen,2025-04-16,166,0,112.0,18592.0,USD,2025-05-06,,,Cancelled,INV-55069,Pending,
PO-5529,SUP-107,TrustMart B2B,SKU-1041,Shampoo 500ml,Beauty,2025-11-21,82,82,153.05,12550.1,USD,2025-12-07,2025-12-13,6,Delivered,INV-35470,Paid,
PO-5530,SUP-111,AsiaTrade Hub,SKU-1036,Electric Kettle,Home & Kitchen,2025-03-31,445,0,20.86,9282.7,USD,2025-04-03,,,In Transit,INV-70458,Pending,Bulk discount applied
PO-5531,SUP-109,NexGen Procurement,SKU-1004,Webcam,Electronics,2025-07-30,353,353,200.86,70903.58,USD,2025-08-19,2025-08-23,4,Delivered,INV-86099,Pending,
PO-5532,SUP-106,QuickMart Wholesale,SKU-1008,Smart Speaker,Electronics,2026-02-10,345,345,82.75,28548.75,USD,2026-02-22,2026-02-22,0,Delivered,INV-35362,Pending,Rush order
PO-5533,SUP-108,ValueChain Partners,SKU-1021,Women Jeans,Clothing,2026-01-13,347,0,111.65,38742.55,USD,2026-02-04,,,In Transit,INV-29974,Pending,Seasonal stock
PO-5534,SUP-110,SwiftLogistics,SKU-1023,Running Shoes,Clothing,2025-08-12,500,500,158.9,79450.0,USD,2025-08-27,2025-09-04,8,Delivered,INV-42266,Paid,Bulk discount applied
PO-5535,SUP-112,EuroGoods Direct,SKU-1041,Shampoo 500ml,Beauty,2025-10-13,151,151,186.69,28190.19,USD,2025-10-19,2025-10-27,8,Delivered,INV-72908,Pending,Rush order
PO-5536,SUP-106,QuickMart Wholesale,SKU-1049,Serum 30ml,Beauty,2025-08-07,259,259,237.9,61616.1,USD,2025-08-19,2025-08-19,0,Delivered,INV-46780,Paid,Seasonal stock
PO-5537,SUP-104,EcoSource Inc.,SKU-1016,Desk Organizer,Office,2026-01-18,49,49,139.08,6814.92,USD,2026-01-24,2026-02-07,14,Delivered,INV-92788,Paid,Quality check required
PO-5538,SUP-110,SwiftLogistics,SKU-1037,Air Fryer,Home & Kitchen,2025-09-27,403,403,153.86,62005.58,USD,2025-10-12,2025-10-18,6,Delivered,INV-81233,Overdue,Rush order
PO-5539,SUP-111,AsiaTrade Hub,SKU-1049,Serum 30ml,Beauty,2025-05-19,197,118,227.02,44722.94,USD,2025-05-22,2025-05-29,7,Partially Delivered,INV-27548,Pending,Rush order
PO-5540,SUP-109,NexGen Procurement,SKU-1032,Non-stick Pan,Home & Kitchen,2025-04-19,213,213,208.29,44365.77,USD,2025-05-09,2025-05-14,5,Delivered,INV-90482,Overdue,
PO-5541,SUP-113,PacificSource,SKU-1032,Non-stick Pan,Home & Kitchen,2025-05-14,238,0,195.34,46490.92,USD,2025-06-06,,,In Transit,INV-84162,Pending,Bulk discount applied
PO-5542,SUP-114,AmeriTrade Supplies,SKU-1009,Laptop Stand,Electronics,2025-11-06,490,490,42.05,20604.5,USD,2025-11-09,2025-11-22,13,Delivered,INV-40375,Paid,
PO-5543,SUP-106,QuickMart Wholesale,SKU-1014,File Folders,Office,2025-03-25,352,211,166.62,58650.24,USD,2025-04-06,2025-04-15,9,Partially Delivered,INV-60868,Pending,Rush order
PO-5544,SUP-115,NorthStar Vendors,SKU-1029,Sport Leggings,Clothing,2025-03-27,30,30,55.14,1654.2,USD,2025-04-14,2025-04-15,1,Delivered,INV-78337,Overdue,Quality check required
PO-5545,SUP-105,MegaDist Corp,SKU-1047,Eye Cream,Beauty,2025-07-16,306,306,33.95,10388.7,USD,2025-08-04,2025-08-14,10,Delivered,INV-95678,Pending,
PO-5546,SUP-110,SwiftLogistics,SKU-1041,Shampoo 500ml,Beauty,2025-04-12,274,274,157.54,43165.96,USD,2025-04-27,2025-05-11,14,Delivered,INV-63194,Pending,Quality check required
PO-5547,SUP-114,AmeriTrade Supplies,SKU-1022,Hoodie,Clothing,2025-11-08,415,0,42.21,17517.15,USD,2025-11-11,,,In Transit,INV-10864,Pending,Seasonal stock
PO-5548,SUP-115,NorthStar Vendors,SKU-1008,Smart Speaker,Electronics,2025-10-15,94,0,82.63,7767.22,USD,2025-11-02,,,In Transit,INV-94341,Pending,
PO-5549,SUP-104,EcoSource Inc.,SKU-1009,Laptop Stand,Electronics,2025-06-07,90,0,42.09,3788.1,USD,2025-06-13,,,Cancelled,INV-25509,Pending,Bulk discount applied
PO-5550,SUP-104,EcoSource Inc.,SKU-1026,Polo Shirt,Clothing,2025-08-20,378,0,143.43,54216.54,USD,2025-08-26,,,Cancelled,INV-72759,Pending,Rush order
PO-5551,SUP-104,EcoSource Inc.,SKU-1037,Air Fryer,Home & Kitchen,2025-05-25,341,341,164.5,56094.5,USD,2025-05-31,2025-06-05,5,Delivered,INV-15655,Paid,Seasonal stock
PO-5552,SUP-110,SwiftLogistics,SKU-1010,Ballpoint Pens (Box),Office,2025-05-11,332,0,80.39,26689.48,USD,2025-05-26,,,In Transit,INV-29249,Pending,
PO-5553,SUP-103,PrimeVendor Ltd,SKU-1016,Desk Organizer,Office,2025-06-04,274,0,147.86,40513.64,USD,2025-06-08,,,In Transit,INV-83872,Pending,Bulk discount applied
PO-5554,SUP-101,GlobalTech Supplies,SKU-1046,Body Lotion,Beauty,2026-02-05,430,430,27.95,12018.5,USD,2026-02-20,2026-02-24,4,Delivered,INV-68877,Overdue,Rush order
PO-5555,SUP-114,AmeriTrade Supplies,SKU-1030,Coffee Maker,Home & Kitchen,2025-05-30,122,0,243.21,29671.62,USD,2025-06-02,,,In Transit,INV-28705,Pending,Quality check required
PO-5556,SUP-110,SwiftLogistics,SKU-1049,Serum 30ml,Beauty,2025-06-05,329,329,245.28,80697.12,USD,2025-06-20,2025-06-23,3,Delivered,INV-99861,Pending,Rush order
PO-5557,SUP-110,SwiftLogistics,SKU-1037,Air Fryer,Home & Kitchen,2025-04-08,127,127,144.6,18364.2,USD,2025-04-23,2025-04-24,1,Delivered,INV-12170,Paid,Seasonal stock
PO-5558,SUP-114,AmeriTrade Supplies,SKU-1032,Non-stick Pan,Home & Kitchen,2026-02-17,224,0,237.56,53213.44,USD,2026-02-20,,,In Transit,INV-22622,Pending,
PO-5559,SUP-108,ValueChain Partners,SKU-1039,Dish Rack,Home & Kitchen,2026-01-05,29,0,266.03,7714.87,USD,2026-01-27,,,In Transit,INV-75972,Pending,Quality check required
PO-5560,SUP-102,FastShip Co.,SKU-1005,Monitor Stand,Electronics,2025-11-05,347,0,130.45,45266.15,USD,2025-11-24,,,In Transit,INV-80685,Pending,Quality check required
PO-5561,SUP-101,GlobalTech Supplies,SKU-1049,Serum 30ml,Beauty,2026-02-14,342,0,229.68,78550.56,USD,2026-03-01,,,Pending,INV-58546,Pending,Quality check required
PO-5562,SUP-101,GlobalTech Supplies,SKU-1044,Lip Balm,Beauty,2025-11-30,229,137,200.43,45898.47,USD,2025-12-15,2025-12-28,13,Partially Delivered,INV-59969,Pending,
PO-5563,SUP-110,SwiftLogistics,SKU-1047,Eye Cream,Beauty,2026-02-23,304,304,29.58,8992.32,USD,2026-03-10,2026-03-16,6,Delivered,INV-72539,Paid,Quality check required
PO-5564,SUP-102,FastShip Co.,SKU-1018,Scissors,Office,2026-01-04,458,458,74.92,34313.36,USD,2026-01-23,2026-01-27,4,Delivered,INV-10716,Overdue,Bulk discount applied
PO-5565,SUP-113,PacificSource,SKU-1000,Wireless Earbuds,Electronics,2025-12-24,277,277,137.43,38068.11,USD,2026-01-16,2026-01-26,10,Delivered,INV-95792,Paid,Bulk discount applied
PO-5566,SUP-113,PacificSource,SKU-1020,Men T-Shirt,Clothing,2025-09-29,195,0,177.19,34552.05,USD,2025-10-22,,,Pending,INV-95403,Pending,Seasonal stock
PO-5567,SUP-105,MegaDist Corp,SKU-1016,Desk Organizer,Office,2025-12-03,226,0,132.89,30033.14,USD,2025-12-22,,,In Transit,INV-46118,Pending,Bulk discount applied
PO-5568,SUP-107,TrustMart B2B,SKU-1048,Toner,Beauty,2025-06-16,221,0,163.62,36160.02,USD,2025-07-02,,,In Transit,INV-73238,Pending,
PO-5569,SUP-106,QuickMart Wholesale,SKU-1035,Food Storage Containers,Home & Kitchen,2025-12-13,257,257,113.57,29187.49,USD,2025-12-25,2026-01-03,9,Delivered,INV-62183,Overdue,
PO-5570,SUP-114,AmeriTrade Supplies,SKU-1042,Conditioner 500ml,Beauty,2025-05-03,392,235,25.67,10062.64,USD,2025-05-06,2025-05-09,3,Partially Delivered,INV-23143,Pending,
PO-5571,SUP-109,NexGen Procurement,SKU-1025,Socks (Pack-6),Clothing,2025-08-24,420,0,154.95,65079.0,USD,2025-09-13,,,Cancelled,INV-99727,Pending,Bulk discount applied
PO-5572,SUP-101,GlobalTech Supplies,SKU-1010,Ballpoint Pens (Box),Office,2025-09-19,335,335,68.54,22960.9,USD,2025-10-04,2025-10-06,2,Delivered,INV-71822,Overdue,Rush order
PO-5573,SUP-102,FastShip Co.,SKU-1004,Webcam,Electronics,2025-07-16,123,0,221.2,27207.6,USD,2025-08-04,,,In Transit,INV-14948,Pending,Bulk discount applied
PO-5574,SUP-107,TrustMart B2B,SKU-1025,Socks (Pack-6),Clothing,2026-01-12,345,0,153.63,53002.35,USD,2026-01-28,,,Cancelled,INV-88311,Pending,
PO-5575,SUP-113,PacificSource,SKU-1011,A4 Paper (Ream),Office,2026-01-25,263,263,215.53,56684.39,USD,2026-02-17,2026-03-03,14,Delivered,INV-47487,Paid,
PO-5576,SUP-113,PacificSource,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-11-20,274,0,102.63,28120.62,USD,2025-12-13,,,In Transit,INV-32214,Pending,Bulk discount applied
PO-5577,SUP-101,GlobalTech Supplies,SKU-1023,Running Shoes,Clothing,2025-07-04,345,345,138.64,47830.8,USD,2025-07-19,2025-07-19,0,Delivered,INV-46167,Pending,
PO-5578,SUP-111,AsiaTrade Hub,SKU-1025,Socks (Pack-6),Clothing,2025-09-27,310,310,139.35,43198.5,USD,2025-09-30,2025-09-30,0,Delivered,INV-21818,Overdue,
PO-5579,SUP-112,EuroGoods Direct,SKU-1035,Food Storage Containers,Home & Kitchen,2025-12-27,188,112,116.91,21979.08,USD,2026-01-02,2026-01-08,6,Partially Delivered,INV-39661,Pending,Seasonal stock
PO-5580,SUP-104,EcoSource Inc.,SKU-1029,Sport Leggings,Clothing,2025-09-26,304,304,41.38,12579.52,USD,2025-10-02,2025-10-13,11,Delivered,INV-76353,Paid,Seasonal stock
PO-5581,SUP-102,FastShip Co.,SKU-1032,Non-stick Pan,Home & Kitchen,2025-08-01,184,110,245.18,45113.12,USD,2025-08-20,2025-09-03,14,Partially Delivered,INV-43776,Pending,Seasonal stock
PO-5582,SUP-114,AmeriTrade Supplies,SKU-1036,Electric Kettle,Home & Kitchen,2025-07-10,365,0,19.12,6978.8,USD,2025-07-13,,,Pending,INV-83815,Pending,Rush order
PO-5583,SUP-113,PacificSource,SKU-1015,Whiteboard Markers,Office,2025-08-24,407,0,142.63,58050.41,USD,2025-09-16,,,Pending,INV-86916,Pending,Quality check required
PO-5584,SUP-101,GlobalTech Supplies,SKU-1030,Coffee Maker,Home & Kitchen,2025-05-02,142,0,193.86,27528.12,USD,2025-05-17,,,Cancelled,INV-38885,Pending,Bulk discount applied
PO-5585,SUP-112,EuroGoods Direct,SKU-1014,File Folders,Office,2025-08-12,221,0,206.4,45614.4,USD,2025-08-18,,,In Transit,INV-80208,Pending,
PO-5586,SUP-112,EuroGoods Direct,SKU-1016,Desk Organizer,Office,2025-07-09,157,0,114.94,18045.58,USD,2025-07-15,,,Cancelled,INV-54825,Pending,
PO-5587,SUP-109,NexGen Procurement,SKU-1011,A4 Paper (Ream),Office,2025-11-02,170,0,210.06,35710.2,USD,2025-11-22,,,In Transit,INV-45268,Pending,
PO-5588,SUP-112,EuroGoods Direct,SKU-1043,Sunscreen SPF50,Beauty,2025-06-09,265,265,156.61,41501.65,USD,2025-06-15,2025-06-20,5,Delivered,INV-44787,Paid,
PO-5589,SUP-104,EcoSource Inc.,SKU-1015,Whiteboard Markers,Office,2026-01-14,192,192,129.88,24936.96,USD,2026-01-20,2026-01-21,1,Delivered,INV-20287,Overdue,Bulk discount applied
PO-5590,SUP-108,ValueChain Partners,SKU-1039,Dish Rack,Home & Kitchen,2025-03-07,401,401,264.58,106096.58,USD,2025-03-29,2025-04-11,13,Delivered,INV-58653,Overdue,
PO-5591,SUP-108,ValueChain Partners,SKU-1036,Electric Kettle,Home & Kitchen,2025-07-22,261,156,17.64,4604.04,USD,2025-08-13,2025-08-27,14,Partially Delivered,INV-46735,Pending,Rush order
PO-5592,SUP-104,EcoSource Inc.,SKU-1048,Toner,Beauty,2025-12-24,75,45,140.22,10516.5,USD,2025-12-30,2026-01-10,11,Partially Delivered,INV-72694,Pending,Seasonal stock
PO-5593,SUP-101,GlobalTech Supplies,SKU-1032,Non-stick Pan,Home & Kitchen,2025-08-28,211,126,239.7,50576.7,USD,2025-09-12,2025-09-15,3,Partially Delivered,INV-69925,Pending,
PO-5594,SUP-112,EuroGoods Direct,SKU-1033,Cutting Board,Home & Kitchen,2025-10-25,171,171,177.47,30347.37,USD,2025-10-31,2025-11-04,4,Delivered,INV-59732,Overdue,
PO-5595,SUP-106,QuickMart Wholesale,SKU-1023,Running Shoes,Clothing,2026-01-11,451,0,150.92,68064.92,USD,2026-01-23,,,In Transit,INV-44452,Pending,
PO-5596,SUP-105,MegaDist Corp,SKU-1030,Coffee Maker,Home & Kitchen,2026-01-11,185,0,213.16,39434.6,USD,2026-01-30,,,Pending,INV-65567,Pending,
PO-5597,SUP-107,TrustMart B2B,SKU-1044,Lip Balm,Beauty,2025-09-10,196,196,240.08,47055.68,USD,2025-09-26,2025-10-08,12,Delivered,INV-33578,Overdue,
PO-5598,SUP-110,SwiftLogistics,SKU-1043,Sunscreen SPF50,Beauty,2025-06-29,426,426,129.38,55115.88,USD,2025-07-14,2025-07-19,5,Delivered,INV-82789,Pending,Quality check required
PO-5599,SUP-107,TrustMart B2B,SKU-1012,Sticky Notes Pack,Office,2025-05-17,419,419,176.3,73869.7,USD,2025-06-02,2025-06-15,13,Delivered,INV-11276,Paid,Rush order
